ID,gender,age,annual_income (*1000$),spending_score (1-100),family_size,family_annual_income,spent_by_categories(1-10),state,job_title
2276,Female,20,46,73,2,155,8,North Dakota,Lecturer
2277,Male,33,89,31,6,176,7,New York,Lecturer
2278,Female,78,89,6,3,175,5,Louisiana,Lecturer
2279,Female,39,105,23,4,79,9,Idaho,Global Logistics Supervisor
2280,Male,27,82,77,4,69,8,West Virginia,Dentist
2281,Female,76,61,12,2,97,5,North Dakota,Mobile Developer
2282,Male,19,81,11,3,188,5,Delaware,Operator
2283,Male,22,75,26,4,168,5,Maryland,Biologist
2284,Male,70,102,28,6,172,1,West Virginia,Business Broker
2286,Male,46,108,44,3,123,5,Texas,Budget Analyst
2287,Male,62,77,42,2,109,4,Kansas,Associate Professor
2288,Female,73,56,66,6,76,1,New York,Doctor
2289,Female,22,56,17,4,131,1,Virginia,Food Technologist
2290,Male,21,40,79,3,182,4,Texas,Health Educator
2291,Male,46,48,14,4,144,3,North Dakota,Cook
2292,Female,56,108,13,2,153,5,Arizona,Loan Officer
2293,Male,21,53,85,2,164,8,Illinois,Ambulatory Nurse
2294,Male,47,81,57,5,144,9,California,Biologist
2295,Male,17,104,84,6,147,3,Hawaii,Assistant Buyer
2296,Female,23,97,79,3,151,3,Virginia,Dentist
2297,Male,71,98,51,3,181,2,New York,Staffing Consultant
2298,Female,43,96,8,3,94,4,Texas,Food Technologist
2299,Male,74,99,78,4,144,8,Colorado,Cashier
2301,Female,24,76,25,6,188,5,Idaho,Lecturer
2302,Male,77,59,68,3,174,2,Florida,CNC Operator
2303,Female,48,117,56,2,59,4,Texas,Project Manager
2304,Female,26,107,2,6,104,5,Indiana,Bellman
2305,Female,33,40,31,4,108,5,Iowa,Executive Director
2306,Female,47,55,85,6,53,3,Florida,Designer
2307,Male,61,84,73,2,79,2,Virginia,Paramedic
2308,Female,64,113,38,4,165,5,Michigan,Project Manager
2309,Male,25,40,85,4,114,9,Florida,Fabricator
2310,Male,56,58,27,2,118,7,Iowa,Cash Manager
2311,Female,29,73,81,5,115,7,Mississippi,IT Support Staff
2312,Female,61,111,49,2,107,6,West Virginia,Web Developer
2313,Male,38,44,5,5,154,5,Michigan,Baker
2314,Male,26,58,65,4,106,7,Utah,Fabricator
2315,Male,25,73,9,3,105,8,Kentucky,Fabricator
2316,Male,24,44,67,2,167,1,Pennsylvania,Laboratory Technician
2317,Female,24,75,46,6,104,5,Minnesota,Project Manager
2318,Male,44,80,7,6,64,9,Texas,Bookkeeper
2319,Female,66,73,71,2,180,1,Michigan,Clerk
2320,Male,40,42,12,2,139,7,Nevada,Business Broker
2321,Male,61,100,37,6,103,6,Connecticut,HR Coordinator
2322,Female,22,89,75,2,69,7,South Dakota,Front Desk Coordinator
2323,Female,74,87,38,4,88,4,Pennsylvania,Paramedic
2324,Female,18,121,85,4,76,2,Texas,Bookkeeper
2325,Male,18,95,53,5,77,8,Iowa,HR Specialist
2326,Male,18,88,5,4,186,2,Iowa,Loan Officer
2327,Male,34,49,68,5,167,2,South Dakota,Baker
2328,Female,61,120,56,5,88,3,North Carolina,Biologist
2329,Male,21,69,77,3,98,5,Alabama,Cashier
2330,Male,67,43,8,5,187,9,Hawaii,Auditor
2331,Male,24,121,6,2,77,2,Ohio,Healthcare Specialist
2332,Female,27,97,61,3,177,9,Delaware,Audiologist
2333,Male,36,69,88,6,78,6,Nebraska,Stockbroker
2334,Male,39,42,67,3,94,2,Iowa,Bookkeeper
2335,Female,47,90,1,5,166,2,New Mexico,Stockbroker
2336,Male,50,80,58,4,146,7,Ohio,Laboratory Technician
2337,Female,36,49,46,6,95,1,Massachusetts,Baker
2338,Male,56,88,33,2,170,7,New Hampshire,Designer
2340,Female,28,50,87,4,172,4,California,Pharmacist
2341,Male,29,42,83,2,108,9,Minnesota,Webmaster
2342,Male,41,112,3,6,102,3,New York,Global Logistics Supervisor
2343,Female,56,111,73,4,123,5,Colorado,Systems Administrator
2344,Female,56,63,68,3,166,2,Minnesota,Service Supervisor
2345,Female,63,126,43,5,69,4,Minnesota,Business Broker
2346,Male,27,68,89,2,63,4,Texas,IT Support Staff
2347,Male,37,66,25,2,95,2,California,Call Center Representative
2348,Male,28,64,39,3,144,7,Pennsylvania,Laboratory Technician
2349,Male,37,86,59,5,97,3,Pennsylvania,Assistant Buyer
2350,Female,67,97,24,4,120,4,South Carolina,Investment  Advisor
2351,Female,35,81,11,6,101,8,Hawaii,Electrician
2352,Female,19,51,18,4,134,8,South Carolina,Clerk
2353,Male,63,72,33,4,113,5,North Dakota,HR Specialist
2354,Male,77,44,75,3,165,8,Indiana,Executive Director
2355,Male,37,100,33,6,103,6,New York,Bookkeeper
2356,Male,60,47,38,3,87,9,California,Mobile Developer
2357,Male,66,122,84,2,110,9,Illinois,Auditor
2359,Female,18,62,20,2,127,8,South Carolina,Staffing Consultant
2360,Female,60,118,19,4,142,4,Mississippi,Associate Professor
2361,Male,32,89,11,2,98,7,New York,Food Technologist
2362,Male,70,100,33,5,159,5,South Carolina,Treasurer
2363,Male,31,119,85,5,59,5,Nebraska,Global Logistics Supervisor
2364,Male,33,111,94,5,128,5,New York,Restaurant Manager
2365,Male,77,102,82,6,58,1,Georgia,Cook
2366,Female,60,129,64,6,77,4,South Dakota,Baker
2367,Female,69,47,24,3,178,1,New Jersey,Clerk
2368,Male,36,87,6,5,135,5,Texas,Pharmacist
2369,Female,75,63,3,4,126,3,Minnesota,Business Broker
2370,Male,66,111,16,6,55,8,Florida,Webmaster
2371,Female,36,125,38,4,165,2,Massachusetts,CNC Operator
2372,Male,38,93,64,6,176,5,Missouri,Software Engineer
2373,Male,74,91,94,6,121,5,Illinois,Restaurant Manager
2374,Male,19,83,14,5,149,9,Nevada,Biologist
2375,Male,36,49,77,6,167,2,Minnesota,Web Developer
2376,Female,61,111,65,3,59,7,Ohio,IT Support Staff
2377,Male,64,109,30,4,133,8,Florida,Inspector
2378,Female,55,81,84,4,95,7,Maryland,Pharmacist
2379,Male,41,52,16,2,57,3,Nebraska,Paramedic
2380,Male,18,77,68,4,134,5,Nebraska,Cashier
2381,Male,61,51,89,2,169,3,Hawaii,Associate Professor
2382,Female,76,121,34,4,175,6,Tennessee,Laboratory Technician
2383,Female,16,91,28,3,171,2,Maryland,Health Educator
2384,Male,75,79,67,2,134,3,Virginia,Dentist
2385,Female,36,91,86,3,55,2,California,Laboratory Technician
2386,Female,73,102,79,2,187,2,Alabama,Software Engineer
2387,Male,45,83,37,2,98,5,Kansas,Investment  Advisor
2388,Female,37,87,76,5,52,4,New Jersey,Auditor
2389,Female,22,96,79,6,170,3,Tennessee,Assistant Buyer
2390,Male,38,89,80,5,97,8,Utah,Global Logistics Supervisor
2391,Male,75,114,13,6,143,4,Nevada,Restaurant Manager
2392,Female,43,126,39,4,129,8,South Dakota,Budget Analyst
2393,Female,69,81,12,4,96,7,South Carolina,Laboratory Technician
2394,Male,29,125,81,5,162,3,New York,Loan Officer
2395,Female,36,80,67,4,56,4,New York,Design Engineer
2396,Male,25,96,39,6,148,5,South Carolina,Biologist
2397,Male,57,109,77,6,98,5,Missouri,Executive Director
2398,Female,35,105,36,6,159,4,Maryland,Budget Analyst
2399,Male,53,69,2,6,56,6,Georgia,Loan Officer
2400,Male,51,120,33,3,168,5,Colorado,HR Coordinator
2401,Male,33,80,62,6,80,4,Arizona,Lecturer
2402,Female,58,48,13,5,91,3,Maryland,Food Technologist
2403,Male,76,52,63,3,154,4,Illinois,Steward
2404,Female,60,118,32,6,143,2,South Carolina,Retail Trainee
2405,Male,35,124,72,5,144,4,Texas,Executive Director
2406,Female,65,98,11,4,133,1,Mississippi,Cashier
2407,Female,16,51,59,6,137,8,Mississippi,Web Developer
2408,Male,52,87,34,2,115,1,Indiana,CNC Operator
2409,Female,57,101,10,4,114,1,Maryland,Paramedic
2410,Male,35,73,13,6,136,2,Delaware,Operator
2411,Male,54,88,67,6,187,3,Texas,Banker
2412,Female,57,113,60,5,71,3,North Dakota,Retail Trainee
2413,Male,17,122,80,4,169,2,Indiana,Cook
2414,Female,59,91,86,5,152,1,North Carolina,Investment  Advisor
2415,Female,61,113,84,5,178,5,Maryland,Ambulatory Nurse
2416,Female,20,46,35,4,169,7,South Carolina,Cashier
2417,Male,66,110,37,5,175,1,Hawaii,Stockbroker
2418,Female,35,112,72,3,171,2,Oregon,Dentist
2420,Male,39,100,26,5,109,9,New Mexico,Retail Trainee
2421,Female,51,124,36,5,188,3,Pennsylvania,Laboratory Technician
2422,Female,56,95,77,5,108,7,Ohio,Fabricator
2423,Male,68,81,84,6,145,6,Georgia,Fabricator
2424,Male,63,114,20,5,162,5,Colorado,Web Developer
2425,Male,29,44,77,3,108,7,Alabama,Software Engineer
2426,Male,77,64,74,4,53,1,Oregon,Health Educator
2427,Male,61,55,29,5,176,8,Indiana,Designer
2428,Male,23,108,82,4,68,7,South Dakota,Lecturer
2429,Female,62,119,87,2,184,5,Oregon,Software Engineer
2430,Female,41,57,22,6,91,9,Louisiana,Fabricator
2431,Male,35,101,79,3,123,2,Indiana,Front Desk Coordinator
2432,Male,40,78,81,2,138,8,Texas,Laboratory Technician
2433,Female,62,107,54,2,127,8,Michigan,CNC Operator
2434,Female,76,86,20,6,137,1,Oregon,Call Center Representative
2435,Female,16,101,23,3,98,9,Illinois,Web Developer
2436,Male,59,97,39,6,172,5,Minnesota,Global Logistics Supervisor
2437,Male,57,78,22,3,95,8,Virginia,Loan Officer
2438,Female,65,97,44,6,113,1,Georgia,Retail Trainee
2439,Female,47,68,67,5,114,3,Minnesota,Healthcare Specialist
2440,Male,73,64,87,2,67,5,Florida,Banker
2441,Female,58,78,74,5,145,1,Kansas,IT Support Staff
2442,Female,17,122,94,2,70,3,Texas,Budget Analyst
2443,Female,61,128,81,3,143,5,Texas,Audiologist
2444,Male,52,90,17,3,179,1,Idaho,Bellman
2445,Female,22,98,74,3,59,1,Texas,Systems Administrator
2446,Female,66,121,11,2,157,7,West Virginia,Audiologist
2447,Male,33,106,58,5,85,4,Kentucky,Machine Operator
2448,Female,62,103,53,4,179,1,Utah,Production Painter
2449,Male,25,124,52,2,64,6,New York,Designer
2450,Female,43,46,1,5,71,4,North Dakota,Designer
2451,Female,32,91,58,6,62,1,Pennsylvania,Executive Director
2452,Male,46,128,15,3,59,4,Utah,Clerk
2453,Female,75,88,22,6,141,6,South Carolina,Insurance Broker
2455,Male,35,109,8,5,155,5,Ohio,Call Center Representative
2456,Female,24,82,63,4,145,7,New Hampshire,Call Center Representative
2457,Female,39,91,41,4,153,5,New Hampshire,Staffing Consultant
2458,Male,16,78,57,4,89,2,New York,Audiologist
2459,Female,56,42,3,4,112,5,New Hampshire,Retail Trainee
2460,Male,28,100,55,4,140,7,Pennsylvania,Budget Analyst
2461,Male,21,80,65,3,160,7,New York,Restaurant Manager
2462,Female,28,122,41,6,165,3,Idaho,Inspector
2463,Female,21,50,48,3,94,3,Alabama,Business Broker
2464,Male,66,122,37,6,67,2,Illinois,Systems Administrator
2465,Male,53,54,7,4,120,3,Virginia,Biologist
2466,Female,24,73,47,5,80,9,Ohio,Chef Manager
2467,Female,66,110,28,4,149,3,Georgia,Cook
2468,Male,72,109,26,3,143,8,California,Bellman
2469,Male,20,59,40,4,111,4,Indiana,Lecturer
2470,Female,28,126,81,3,184,8,Hawaii,Staffing Consultant
2471,Female,62,104,74,2,113,4,Minnesota,Designer
2472,Female,68,125,63,6,104,5,New Hampshire,Bookkeeper
2473,Male,69,124,76,5,114,9,Hawaii,Pharmacist
2474,Female,76,91,24,4,94,4,Florida,Ambulatory Nurse
2475,Female,33,58,43,3,102,3,Texas,Inspector
2476,Female,42,49,33,4,102,8,Hawaii,Laboratory Technician
2477,Female,42,42,78,3,102,3,New Jersey,Business Broker
2478,Male,20,127,66,2,55,6,New York,Chef Manager
2479,Male,55,127,21,6,113,8,Virginia,Bookkeeper
2480,Male,42,68,78,4,143,2,Indiana,Web Developer
2481,Female,50,52,36,6,99,5,New Mexico,Healthcare Specialist
2482,Male,35,82,79,3,173,4,Alabama,Paramedic
2483,Male,77,121,88,2,136,7,California,Laboratory Technician
2484,Male,26,63,39,2,142,5,Texas,Health Educator
2485,Female,37,126,32,4,80,9,Georgia,IT Support Staff
2486,Male,37,86,34,4,72,6,Virginia,Cashier
2487,Male,35,66,83,5,134,1,California,Electrician
2488,Male,69,77,27,6,81,1,Idaho,Cook
2489,Female,28,99,43,2,119,6,Hawaii,Inspector
2490,Female,28,62,21,6,145,1,California,Machine Operator
2491,Female,68,115,72,3,104,8,Arizona,Cook
2492,Female,19,104,43,4,113,6,Alabama,Executive Director
2493,Male,20,47,63,5,85,5,Washington,Accountant
2494,Male,74,116,67,5,170,4,Nevada,Retail Trainee
2495,Female,38,74,68,6,184,5,Nebraska,Machine Operator
2496,Female,24,72,56,6,69,7,Kansas,Dentist
2497,Male,57,124,34,2,79,2,Connecticut,Systems Administrator
2498,Male,61,99,85,4,136,6,New York,Bookkeeper
2499,Male,61,82,76,2,59,5,Arizona,Service Supervisor
2500,Female,26,115,19,6,182,4,North Dakota,Executive Director
2502,Female,34,73,34,3,66,2,California,Doctor
2503,Male,74,51,26,4,181,8,New York,Loan Officer
2504,Female,53,103,9,6,99,7,Indiana,Baker
2505,Male,19,53,58,2,171,7,New York,CNC Operator
2506,Male,33,113,67,2,167,3,Maryland,Lecturer
2507,Male,77,88,48,2,171,6,Delaware,Ambulatory Nurse
2508,Male,61,107,40,3,136,7,Michigan,Retail Trainee
2509,Male,40,83,6,5,178,7,Connecticut,Pharmacist
2510,Female,73,115,84,3,136,5,New Jersey,Budget Analyst
2511,Female,43,44,8,4,60,5,New York,Cashier
2512,Female,60,88,91,3,61,5,New York,Assistant Buyer
2513,Female,50,59,27,6,122,8,Alabama,Pharmacist
2514,Female,18,129,1,3,156,3,Indiana,Biologist
2515,Male,38,102,61,2,103,4,New York,Lecturer
2516,Female,77,128,41,2,157,2,Mississippi,Healthcare Specialist
2517,Female,56,67,51,3,59,7,Idaho,Call Center Representative
2518,Male,18,118,93,5,154,8,West Virginia,Investment  Advisor
2519,Female,78,61,73,5,72,1,Idaho,Auditor
2520,Female,45,50,65,4,156,1,New York,Front Desk Coordinator
2521,Female,65,57,5,4,66,1,North Carolina,Executive Director
2522,Female,50,87,79,5,77,4,Idaho,HR Coordinator
2523,Male,25,97,9,6,94,8,Kansas,Audiologist
2524,Male,57,60,29,5,103,7,Washington,Investment  Advisor
2525,Female,20,117,52,5,57,9,Delaware,Loan Officer
2526,Male,44,61,20,6,123,2,California,Steward
2527,Male,72,87,67,5,89,3,Virginia,Pharmacist
2528,Female,24,64,34,2,178,3,Missouri,Physician
2529,Female,49,61,8,4,89,4,Oregon,Design Engineer
2530,Female,54,48,6,3,71,5,New York,Auditor
2531,Female,58,60,50,6,88,2,Nevada,Business Broker
2532,Female,17,98,17,6,148,6,Florida,Laboratory Technician
2533,Female,30,121,76,2,164,9,Virginia,Pharmacist
2534,Female,22,53,12,2,150,3,Texas,Fabricator
2535,Male,45,124,27,2,82,9,Ohio,Associate Professor
2537,Female,72,116,16,5,71,8,Michigan,HR Specialist
2538,Female,71,66,75,3,109,3,Tennessee,Treasurer
2539,Male,17,129,43,4,101,1,Tennessee,Software Engineer
2540,Male,66,70,3,2,84,6,Louisiana,Biologist
2541,Male,40,125,15,2,140,7,Virginia,Accountant
2542,Female,25,97,43,3,86,9,Illinois,Machine Operator
2543,Female,28,120,35,2,138,5,Texas,Global Logistics Supervisor
2544,Female,47,129,89,4,120,1,Florida,Healthcare Specialist
2545,Female,66,63,57,4,161,2,Hawaii,Systems Administrator
2546,Male,29,40,31,5,78,5,Texas,Food Technologist
2547,Female,41,84,32,3,151,2,Kentucky,Loan Officer
2548,Male,19,46,88,5,88,9,Texas,Banker
2549,Male,52,83,88,5,133,5,South Dakota,Restaurant Manager
2550,Male,45,115,69,5,86,3,Ohio,Design Engineer
2552,Female,27,96,60,2,129,8,Texas,Electrician
2553,Male,46,89,55,5,150,2,Illinois,Healthcare Specialist
2554,Female,74,125,25,5,60,6,Florida,Cashier
2555,Male,36,129,60,2,166,8,Utah,Software Engineer
2556,Female,60,63,65,4,74,8,New York,Cashier
2557,Male,60,116,27,4,102,3,Illinois,Loan Officer
2558,Male,42,60,27,2,184,5,Hawaii,Mobile Developer
2559,Male,78,104,17,2,89,6,Arizona,Operator
2560,Female,25,49,40,3,160,5,South Carolina,Steward
2561,Female,43,63,62,2,183,4,Connecticut,Webmaster
2562,Female,73,119,39,2,62,9,New Jersey,Investment  Advisor
2563,Male,75,86,35,5,165,3,Florida,Inspector
2564,Male,65,115,81,3,113,7,North Dakota,Pharmacist
2565,Female,54,107,37,6,92,3,Kentucky,Health Educator
2566,Male,65,77,78,6,142,9,Hawaii,Service Supervisor
2567,Male,52,41,12,6,175,1,Connecticut,Business Broker
2568,Male,73,93,17,4,71,2,California,Staffing Consultant
2569,Male,49,78,67,4,151,3,Connecticut,Loan Officer
2570,Male,64,55,74,3,89,5,Tennessee,Audiologist
2571,Male,31,94,80,6,176,2,Arizona,Health Educator
2572,Female,62,76,34,5,72,2,Pennsylvania,Mobile Developer
2573,Female,18,45,44,2,135,7,Nebraska,Bookkeeper
2574,Female,50,103,49,3,94,9,West Virginia,Operator
2575,Male,19,94,12,2,163,4,Alabama,Project Manager
2576,Male,27,44,19,4,77,2,New York,Stockbroker
2577,Male,36,82,24,2,180,1,Hawaii,Dentist
2578,Male,47,83,82,5,122,4,North Carolina,Cash Manager
2579,Male,67,110,50,6,108,5,Georgia,Steward
2580,Male,62,109,55,4,82,6,New Hampshire,Loan Officer
2581,Male,42,110,59,2,141,7,Washington,Webmaster
2582,Male,25,117,60,6,106,5,Ohio,Investment  Advisor
2583,Male,47,113,93,3,121,7,Hawaii,Ambulatory Nurse
2584,Female,18,41,6,4,170,1,New York,Cook
2586,Female,53,46,13,5,91,6,Mississippi,Front Desk Coordinator
2587,Female,62,114,6,6,150,1,Mississippi,Retail Trainee
2588,Male,38,76,85,2,88,5,Tennessee,Software Engineer
2589,Female,52,68,31,5,102,9,Hawaii,Cash Manager
2590,Female,29,112,4,4,53,4,Massachusetts,Investment  Advisor
2591,Male,19,124,44,5,96,2,Washington,Steward
2592,Female,77,48,12,6,99,4,New York,Healthcare Specialist
2593,Male,25,84,8,6,72,5,New York,IT Support Staff
2594,Female,49,70,6,3,131,6,New York,Biologist
2595,Male,60,114,76,3,93,1,New Jersey,Designer
2596,Female,70,99,64,6,159,5,Alabama,Lecturer
2597,Female,63,106,6,5,87,6,California,Stockbroker
2598,Male,47,119,79,3,64,3,South Carolina,Global Logistics Supervisor
2599,Male,70,57,36,4,54,8,New Jersey,Associate Professor
2600,Male,64,62,7,5,115,9,Maryland,Web Developer
2601,Male,78,116,84,3,70,9,Florida,Cashier
2602,Male,67,46,4,4,177,5,Illinois,Software Engineer
2603,Female,72,115,29,3,179,2,Mississippi,Restaurant Manager
2604,Female,50,85,62,6,62,1,Pennsylvania,Food Technologist
2605,Female,16,72,49,2,82,6,Virginia,Lecturer
2606,Male,51,47,57,5,161,2,Michigan,Call Center Representative
2607,Male,26,100,37,4,177,3,Florida,Restaurant Manager
2608,Male,26,73,36,4,105,5,Delaware,Associate Professor
2609,Male,75,56,37,6,133,4,Hawaii,CNC Operator
2610,Female,44,102,49,3,172,3,Texas,Banker
2611,Female,27,43,18,6,159,2,Texas,Project Manager
2612,Female,66,65,58,2,187,9,Iowa,Chef Manager
2613,Male,38,82,10,4,115,5,New York,Bellman
2614,Female,47,72,8,2,65,8,Oregon,Cook
2615,Male,57,118,65,5,70,2,California,Accountant
2616,Male,17,90,90,5,129,7,North Carolina,Machine Operator
2617,Male,33,103,35,3,161,4,Washington,Webmaster
2618,Male,72,107,23,4,166,5,Mississippi,Accountant
2619,Female,38,86,63,5,56,9,New Mexico,Chef Manager
2620,Female,70,65,12,6,72,9,New York,IT Support Staff
2621,Male,72,91,23,3,57,3,Pennsylvania,Ambulatory Nurse
2622,Male,71,99,37,2,184,7,Oregon,Call Center Representative
2623,Male,76,112,92,5,88,6,Colorado,Baker
2624,Male,77,68,32,5,112,7,Texas,Chef Manager
2626,Male,72,117,24,2,157,1,Tennessee,Clerk
2627,Female,54,127,94,6,67,5,Pennsylvania,Bookkeeper
2628,Male,42,95,89,4,94,9,Washington,Webmaster
2629,Female,56,91,44,6,188,1,Missouri,Doctor
2630,Male,25,105,42,3,72,6,Oregon,Call Center Representative
2631,Male,68,50,39,5,188,3,Hawaii,Stockbroker
2632,Female,69,45,41,6,166,1,New York,HR Specialist
2633,Female,42,45,88,3,57,7,Kansas,Assistant Buyer
2634,Male,70,90,16,2,85,5,Kansas,Global Logistics Supervisor
2635,Female,26,61,42,6,123,1,Texas,Mobile Developer
2636,Female,21,40,65,3,135,7,Washington,Laboratory Technician
2637,Male,19,55,51,2,188,3,Hawaii,Cashier
2638,Female,68,107,1,3,167,2,South Dakota,Loan Officer
2639,Female,40,97,31,2,137,8,New York,Operator
2640,Female,31,40,6,5,144,9,Kentucky,Front Desk Coordinator
2641,Male,22,129,84,2,91,3,Oregon,IT Support Staff
2642,Female,20,63,36,5,178,4,New York,Baker
2643,Female,39,44,76,2,68,8,New Jersey,Cashier
2644,Female,41,63,87,4,174,4,Maryland,Cash Manager
2645,Male,63,75,32,2,113,9,South Dakota,Baker
2646,Female,19,68,86,6,173,1,Kansas,Global Logistics Supervisor
2647,Female,55,105,86,5,61,7,Illinois,Paramedic
2648,Female,56,92,49,2,112,9,Maryland,Insurance Broker
2649,Male,22,65,50,3,165,1,Illinois,Business Broker
2651,Female,51,111,55,3,137,5,Florida,Global Logistics Supervisor
2652,Male,31,76,4,5,107,3,Utah,Production Painter
2653,Female,39,61,24,6,97,6,Virginia,Restaurant Manager
2655,Female,28,97,68,5,141,7,Texas,Biologist
2656,Female,66,122,88,6,95,3,Idaho,Electrician
2657,Male,29,100,22,6,123,2,Colorado,HR Specialist
2658,Female,52,124,88,4,166,7,Idaho,Budget Analyst
2659,Female,54,93,19,2,138,5,Missouri,Operator
2660,Male,62,41,34,5,73,5,Indiana,Insurance Broker
2661,Female,23,128,49,6,159,8,North Carolina,Webmaster
2663,Male,22,112,30,5,103,5,Texas,Investment  Advisor
2664,Female,34,111,37,6,113,6,Missouri,Design Engineer
2665,Male,48,91,68,2,139,7,Colorado,Food Technologist
2666,Female,17,69,41,2,100,3,South Dakota,Global Logistics Supervisor
2667,Female,33,103,23,6,95,9,Tennessee,Production Painter
2668,Female,46,48,64,4,122,5,California,Doctor
2669,Female,70,91,1,5,92,9,New Hampshire,Associate Professor
2670,Female,75,69,83,2,120,8,Pennsylvania,Auditor
2672,Male,28,77,58,6,107,7,South Carolina,Cook
2673,Female,49,71,15,5,166,2,Arizona,Budget Analyst
2674,Female,25,52,42,4,125,8,New York,Cook
2675,Male,31,82,56,5,182,5,Texas,Project Manager
2676,Female,20,113,38,3,78,7,New York,Cashier
2677,Male,55,47,77,6,146,1,Texas,Web Developer
2678,Female,26,52,83,2,73,1,Louisiana,Mobile Developer
2679,Female,39,56,80,3,140,3,Louisiana,Pharmacist
2680,Female,75,54,84,5,159,2,New Jersey,Electrician
